session_id,user_id,age_group,gender,device,traffic_source,landing_page,session_duration_sec,pages_visited,bounce,conversion
1261,1211,18-24,Male,Mobile,Direct,Cart,44,4,0,0
1262,1024,25-34,Male,Mobile,Referral,Product Page,261,6,1,1
1263,1579,45-54,Male,Mobile,Social Media,Homepage,82,2,1,1
1264,1393,45-54,Female,Desktop,Organic Search,Product Page,32,3,0,1
1265,1066,25-34,Female,Tablet,Referral,Homepage,125,5,0,1
1266,1232,25-34,Other,Mobile,Social Media,Homepage,190,6,1,1
1267,1108,25-34,Male,Desktop,Paid Ads,Product Page,8,2,1,1
1268,1145,45-54,Female,Tablet,Organic Search,Product Page,62,3,1,1
1269,1110,18-24,Female,Desktop,Social Media,Blog,298,5,1,1
1270,1227,45-54,Other,Mobile,Paid Ads,Pricing,132,2,1,1
1271,1110,35-44,Male,Desktop,Organic Search,Product Page,6,7,0,1
1272,1469,25-34,Female,Mobile,Paid Ads,Cart,59,4,0,1
1273,1033,18-24,Female,Mobile,Paid Ads,Homepage,183,9,0,1
1274,1622,25-34,Male,Mobile,Referral,Pricing,40,5,0,1
1275,1775,25-34,Female,Mobile,Social Media,Pricing,316,4,0,1
1276,1935,18-24,Male,Mobile,Direct,Product Page,203,5,0,1
1277,1368,35-44,Female,Mobile,Referral,Homepage,114,5,0,1
1278,1747,55+,Other,Desktop,Direct,Product Page,445,5,1,0
1279,1594,25-34,Female,Mobile,Direct,Pricing,89,7,0,1
1280,1553,35-44,Male,Mobile,Paid Ads,Pricing,48,6,0,1
1281,1424,18-24,Male,Mobile,Direct,Product Page,194,4,0,1
1282,1612,25-34,Other,Mobile,Paid Ads,Product Page,153,4,0,1
1283,1517,18-24,Female,Mobile,Organic Search,Homepage,73,6,1,1
1284,1691,35-44,Male,Tablet,Organic Search,Product Page,75,7,1,1
1285,1281,45-54,Female,Mobile,Social Media,Cart,91,5,0,1
1286,1319,35-44,Female,Mobile,Social Media,Homepage,61,7,0,1
1287,1737,18-24,Male,Desktop,Direct,Cart,222,7,1,1
1288,1442,25-34,Male,Mobile,Organic Search,Pricing,189,4,0,1
1289,1951,25-34,Male,Desktop,Paid Ads,Cart,104,5,0,1
1290,1314,25-34,Female,Mobile,Organic Search,Homepage,91,7,0,1
1291,1876,45-54,Female,Mobile,Social Media,Homepage,81,3,1,0
1292,1965,45-54,Female,Mobile,Organic Search,Homepage,59,3,1,1
1293,1740,35-44,Female,Mobile,Social Media,Blog,16,5,0,1
1294,1376,25-34,Female,Mobile,Organic Search,Product Page,56,4,1,1
1295,1288,25-34,Female,Desktop,Organic Search,Homepage,69,6,0,1
1296,1436,18-24,Male,Desktop,Direct,Blog,142,5,1,1
1297,1661,25-34,Female,Desktop,Organic Search,Homepage,267,6,0,1
1298,1276,25-34,Male,Desktop,Organic Search,Homepage,90,6,0,1
1299,1709,35-44,Female,Mobile,Direct,Product Page,521,6,0,1
1300,1581,35-44,Female,Desktop,Organic Search,Homepage,316,5,1,1
1301,1502,18-24,Male,Mobile,Social Media,Homepage,753,7,0,1
1302,1623,25-34,Other,Desktop,Organic Search,Product Page,376,6,0,1
1303,1515,18-24,Male,Mobile,Organic Search,Pricing,172,4,0,1
1304,1349,18-24,Female,Desktop,Direct,Blog,164,5,0,1
1305,1842,45-54,Male,Desktop,Organic Search,Product Page,24,3,0,1
1306,1445,18-24,Other,Mobile,Referral,Blog,230,3,0,1
1307,1829,25-34,Male,Mobile,Paid Ads,Product Page,165,5,0,1
1308,1349,18-24,Male,Mobile,Organic Search,Product Page,127,3,0,1
1309,1606,45-54,Male,Mobile,Paid Ads,Blog,212,8,0,1
1310,1663,25-34,Male,Desktop,Organic Search,Blog,105,6,0,1
1311,1822,18-24,Male,Tablet,Organic Search,Product Page,133,6,0,1
1312,1136,25-34,Female,Mobile,Organic Search,Product Page,91,5,0,1
1313,1758,35-44,Male,Mobile,Social Media,Blog,227,7,0,1
1314,1898,55+,Male,Desktop,Direct,Product Page,376,4,0,1
1315,1242,18-24,Male,Mobile,Organic Search,Pricing,330,3,0,1
1316,1542,45-54,Female,Mobile,Referral,Homepage,277,3,1,1
1317,1039,45-54,Female,Tablet,Direct,Pricing,2,5,0,1
1318,1228,45-54,Female,Desktop,Social Media,Product Page,437,5,1,1
1319,1547,35-44,Female,Mobile,Direct,Homepage,57,3,0,1
1320,1919,35-44,Male,Mobile,Paid Ads,Product Page,394,8,0,1
1321,1222,25-34,Male,Desktop,Organic Search,Product Page,39,4,0,1
1322,1005,35-44,Male,Desktop,Organic Search,Pricing,104,6,0,1
1323,1321,25-34,Female,Desktop,Social Media,Product Page,249,4,0,1
1324,1467,35-44,Other,Mobile,Social Media,Blog,184,4,0,1
1325,1731,25-34,Female,Tablet,Social Media,Product Page,96,5,0,1
1326,1074,35-44,Male,Mobile,Organic Search,Homepage,204,9,1,1
1327,1003,45-54,Male,Desktop,Direct,Product Page,143,3,0,1
1328,1846,18-24,Male,Mobile,Direct,Product Page,58,4,0,1
1329,1645,45-54,Female,Mobile,Social Media,Blog,187,8,0,1
1330,1117,25-34,Male,Tablet,Organic Search,Product Page,41,3,0,1
1331,1880,45-54,Other,Mobile,Social Media,Cart,213,6,0,1
1332,1605,25-34,Male,Mobile,Social Media,Blog,0,4,0,1
1333,1503,25-34,Other,Desktop,Social Media,Cart,143,5,0,1
1334,1997,45-54,Female,Desktop,Paid Ads,Homepage,92,4,1,1
1335,1946,25-34,Female,Desktop,Social Media,Homepage,65,5,1,1
1336,1573,45-54,Female,Mobile,Organic Search,Product Page,130,5,0,1
1337,1440,25-34,Female,Mobile,Social Media,Homepage,186,1,0,1
1338,1193,25-34,Female,Tablet,Referral,Product Page,605,4,1,1
1339,1846,25-34,Female,Mobile,Direct,Product Page,322,6,0,1
1340,1714,25-34,Female,Desktop,Social Media,Product Page,227,4,0,1
1341,1391,25-34,Other,Mobile,Organic Search,Blog,117,5,0,1
1342,1025,18-24,Female,Desktop,Social Media,Cart,89,7,0,1
1343,1434,25-34,Female,Mobile,Social Media,Pricing,5,3,0,1
1344,1172,18-24,Female,Mobile,Paid Ads,Homepage,80,2,1,1
1345,1299,55+,Male,Desktop,Direct,Product Page,339,8,0,1
1346,1644,55+,Male,Mobile,Direct,Homepage,87,4,0,1
1347,1325,25-34,Female,Desktop,Social Media,Homepage,111,5,0,1
1348,1409,35-44,Female,Desktop,Social Media,Product Page,57,6,0,0
1349,1117,25-34,Female,Desktop,Referral,Product Page,57,4,0,1
1350,1835,35-44,Male,Tablet,Social Media,Homepage,11,3,1,1
1351,1786,45-54,Female,Mobile,Paid Ads,Blog,171,7,1,1
1352,1723,45-54,Female,Mobile,Social Media,Blog,106,7,0,1
1353,1224,25-34,Male,Mobile,Organic Search,Homepage,167,6,1,0
1354,1531,35-44,Female,Mobile,Direct,Product Page,142,4,0,1
1355,1112,25-34,Female,Mobile,Organic Search,Pricing,288,4,0,1
1356,1139,55+,Male,Mobile,Organic Search,Product Page,250,1,0,1
1357,1558,18-24,Female,Mobile,Social Media,Product Page,265,5,0,1
1358,1000,35-44,Female,Mobile,Direct,Homepage,124,6,1,1
1359,1089,35-44,Male,Mobile,Social Media,Homepage,78,10,0,1
1360,1653,35-44,Male,Desktop,Organic Search,Homepage,487,3,0,1
1361,1319,18-24,Other,Mobile,Direct,Pricing,10,4,0,1
1362,1549,45-54,Male,Mobile,Social Media,Homepage,29,7,1,1
1363,1804,18-24,Male,Desktop,Paid Ads,Homepage,97,7,1,1
1364,1893,35-44,Male,Mobile,Social Media,Homepage,171,5,0,1
1365,1138,18-24,Female,Tablet,Direct,Blog,1,9,0,1
1366,1510,25-34,Female,Desktop,Organic Search,Homepage,228,6,1,1
1367,1867,25-34,Female,Mobile,Direct,Product Page,147,8,0,1
1368,1844,25-34,Male,Desktop,Direct,Product Page,119,6,0,1
1369,1258,18-24,Female,Desktop,Paid Ads,Product Page,99,7,0,1
1370,1672,18-24,Male,Mobile,Organic Search,Homepage,131,6,0,1
1371,1901,25-34,Male,Desktop,Social Media,Homepage,31,3,0,1
1372,1689,35-44,Female,Mobile,Direct,Blog,20,2,1,1
1373,1009,45-54,Male,Mobile,Organic Search,Cart,61,6,0,0
1374,1260,18-24,Female,Mobile,Social Media,Product Page,222,1,0,1
1375,1918,25-34,Other,Mobile,Paid Ads,Homepage,159,2,0,0
1376,1649,18-24,Male,Mobile,Social Media,Homepage,117,2,0,1
1377,1171,18-24,Female,Tablet,Paid Ads,Blog,152,5,1,1
1378,1897,35-44,Female,Mobile,Organic Search,Product Page,147,3,0,1
1379,1012,35-44,Other,Mobile,Direct,Blog,66,2,0,0
1380,1167,18-24,Male,Mobile,Social Media,Blog,18,4,0,1
1381,1641,18-24,Female,Desktop,Social Media,Cart,408,9,1,1
1382,1595,18-24,Male,Tablet,Paid Ads,Pricing,164,6,1,1
1383,1320,45-54,Female,Desktop,Organic Search,Blog,215,5,0,1
1384,1318,55+,Male,Tablet,Referral,Product Page,112,3,1,1
1385,1612,18-24,Female,Desktop,Direct,Product Page,254,4,0,1
1386,1328,18-24,Male,Tablet,Organic Search,Product Page,158,6,0,1
1387,1784,45-54,Male,Desktop,Paid Ads,Product Page,9,6,0,1
1388,1776,45-54,Female,Mobile,Social Media,Product Page,397,2,1,1
1389,1970,25-34,Female,Mobile,Referral,Homepage,65,5,1,1
1390,1910,18-24,Female,Desktop,Social Media,Blog,26,2,0,1
1391,1919,18-24,Female,Mobile,Referral,Product Page,16,8,1,1
1392,1549,25-34,Male,Mobile,Direct,Product Page,229,5,0,1
1393,1418,25-34,Female,Mobile,Organic Search,Homepage,219,2,0,1
1394,1605,18-24,Female,Tablet,Direct,Product Page,216,2,0,1
1395,1094,25-34,Male,Mobile,Organic Search,Homepage,445,8,1,1
1396,1816,18-24,Female,Desktop,Social Media,Pricing,77,2,0,0
1397,1580,35-44,Female,Desktop,Organic Search,Product Page,148,5,1,0
1398,1317,25-34,Female,Tablet,Organic Search,Homepage,173,10,1,1
1399,1955,18-24,Female,Tablet,Organic Search,Homepage,699,4,0,1
1400,1235,25-34,Female,Desktop,Social Media,Blog,67,6,0,1
1401,1945,25-34,Male,Mobile,Social Media,Homepage,563,4,0,1
1402,1333,55+,Male,Mobile,Social Media,Cart,28,2,1,1
1403,1884,25-34,Female,Mobile,Organic Search,Product Page,259,6,0,1
1404,1375,25-34,Male,Desktop,Direct,Homepage,180,5,0,1
1405,1458,35-44,Male,Desktop,Direct,Blog,305,8,0,1
1406,1136,25-34,Male,Desktop,Social Media,Homepage,5,4,0,1
1407,1929,45-54,Female,Mobile,Referral,Pricing,14,5,0,1
1408,1587,25-34,Male,Mobile,Direct,Product Page,13,9,1,1
1409,1994,25-34,Female,Mobile,Direct,Cart,161,4,0,1
1410,1546,18-24,Female,Mobile,Organic Search,Product Page,166,6,0,1
1411,1512,25-34,Male,Mobile,Organic Search,Pricing,425,10,0,1
1412,1295,45-54,Female,Mobile,Referral,Homepage,113,5,1,1
1413,1319,45-54,Female,Desktop,Referral,Product Page,12,8,0,1
1414,1917,18-24,Female,Mobile,Organic Search,Blog,42,5,1,1
1415,1571,18-24,Female,Mobile,Social Media,Blog,1,6,0,1
1416,1831,45-54,Male,Tablet,Direct,Homepage,269,6,0,1
1417,1348,45-54,Female,Mobile,Direct,Product Page,304,2,1,1
1418,1839,18-24,Male,Mobile,Referral,Homepage,1113,6,1,1
1419,1778,25-34,Other,Mobile,Organic Search,Product Page,95,5,1,1
1420,1872,25-34,Female,Mobile,Social Media,Product Page,3,5,0,1
1421,1228,45-54,Female,Mobile,Organic Search,Product Page,48,7,0,1
1422,1269,18-24,Male,Mobile,Social Media,Homepage,159,4,0,1
1423,1827,18-24,Male,Mobile,Organic Search,Product Page,588,4,0,0
1424,1797,35-44,Male,Mobile,Referral,Homepage,19,8,0,1
1425,1290,18-24,Female,Mobile,Social Media,Cart,23,4,0,1
1426,1724,25-34,Male,Desktop,Referral,Homepage,217,5,0,0
1427,1164,25-34,Female,Mobile,Organic Search,Cart,198,3,0,1
1428,1004,25-34,Male,Tablet,Organic Search,Product Page,51,6,0,1
1429,1850,25-34,Other,Mobile,Organic Search,Product Page,301,7,1,1
1430,1378,25-34,Male,Mobile,Social Media,Homepage,24,3,0,1
1431,1077,18-24,Other,Desktop,Referral,Product Page,468,6,0,1
1432,1409,25-34,Other,Mobile,Social Media,Blog,40,4,1,1
1433,1573,45-54,Female,Mobile,Organic Search,Product Page,15,5,0,1
1434,1131,35-44,Female,Desktop,Organic Search,Homepage,74,7,0,0
1435,1600,18-24,Male,Mobile,Organic Search,Cart,37,1,1,1
1436,1748,18-24,Female,Desktop,Direct,Cart,134,4,0,1
1437,1041,25-34,Male,Tablet,Social Media,Product Page,208,5,1,1
1438,1088,25-34,Male,Mobile,Direct,Product Page,121,7,1,1
1439,1401,25-34,Female,Mobile,Direct,Product Page,194,5,0,0
1440,1295,35-44,Female,Mobile,Organic Search,Product Page,81,4,0,1
1441,1839,18-24,Female,Tablet,Organic Search,Homepage,5,6,0,1
1442,1294,18-24,Male,Desktop,Direct,Product Page,657,4,0,1
1443,1615,25-34,Male,Tablet,Direct,Pricing,308,5,0,1
1444,1525,35-44,Male,Mobile,Social Media,Homepage,13,2,0,1
1445,1799,18-24,Male,Desktop,Organic Search,Product Page,107,6,1,1
1446,1690,35-44,Male,Mobile,Organic Search,Pricing,181,4,0,1
1447,1636,25-34,Male,Mobile,Organic Search,Homepage,38,3,0,1
1448,1421,45-54,Male,Tablet,Organic Search,Homepage,155,5,1,1
1449,1864,45-54,Female,Mobile,Organic Search,Blog,137,5,1,1
1450,1022,25-34,Male,Tablet,Social Media,Homepage,42,5,0,1
1451,1574,18-24,Female,Mobile,Organic Search,Homepage,27,2,1,1
1452,1142,25-34,Male,Desktop,Organic Search,Product Page,256,3,0,0
1453,1992,18-24,Female,Mobile,Referral,Product Page,70,9,0,1
1454,1664,35-44,Female,Mobile,Social Media,Pricing,50,3,0,1
1455,1144,45-54,Male,Mobile,Paid Ads,Product Page,241,10,0,1
1456,1224,35-44,Female,Mobile,Organic Search,Product Page,239,3,0,1
1457,1502,45-54,Male,Mobile,Direct,Product Page,58,2,0,0
1458,1961,25-34,Female,Desktop,Organic Search,Cart,370,2,0,1
1459,1973,18-24,Male,Mobile,Direct,Homepage,209,3,0,1
1460,1820,35-44,Other,Mobile,Organic Search,Homepage,76,7,0,1
1461,1615,25-34,Male,Mobile,Organic Search,Cart,100,3,1,1
1462,1103,35-44,Male,Mobile,Paid Ads,Cart,233,6,0,1
1463,1946,25-34,Female,Desktop,Social Media,Homepage,42,1,0,1
1464,1038,18-24,Male,Desktop,Paid Ads,Homepage,113,5,1,1
1465,1946,55+,Female,Mobile,Organic Search,Product Page,190,5,1,1
1466,1197,18-24,Female,Mobile,Organic Search,Homepage,139,7,0,1
1467,1645,55+,Female,Desktop,Social Media,Blog,168,5,0,1
1468,1578,55+,Male,Mobile,Direct,Homepage,142,4,1,1
1469,1390,35-44,Female,Mobile,Social Media,Homepage,39,4,0,1
1470,1178,35-44,Female,Mobile,Paid Ads,Product Page,95,2,0,1
1471,1967,25-34,Male,Mobile,Organic Search,Cart,136,6,0,1
1472,1553,45-54,Male,Mobile,Direct,Product Page,272,5,0,1
1473,1447,25-34,Male,Mobile,Organic Search,Product Page,190,2,1,1
1474,1499,25-34,Other,Desktop,Organic Search,Cart,100,2,1,1
1475,1014,35-44,Male,Mobile,Social Media,Product Page,659,10,0,1
1476,1622,25-34,Female,Mobile,Social Media,Product Page,20,6,1,1
1477,1668,25-34,Male,Mobile,Organic Search,Product Page,41,2,0,1
1478,1288,25-34,Male,Mobile,Organic Search,Homepage,75,4,0,1
1479,1477,25-34,Female,Mobile,Social Media,Product Page,46,2,0,1
1480,1230,45-54,Other,Tablet,Social Media,Product Page,176,8,0,1
1481,1922,18-24,Female,Mobile,Organic Search,Homepage,7,4,0,1
1482,1419,45-54,Female,Desktop,Organic Search,Homepage,35,6,1,1
1483,1156,35-44,Female,Mobile,Organic Search,Product Page,62,5,0,1
1484,1549,45-54,Male,Desktop,Paid Ads,Product Page,206,7,1,0
1485,1440,25-34,Male,Mobile,Paid Ads,Homepage,375,7,0,1
1486,1096,35-44,Female,Mobile,Social Media,Homepage,288,5,0,1
1487,1996,18-24,Other,Desktop,Paid Ads,Cart,36,4,1,1
1488,1410,45-54,Female,Mobile,Direct,Product Page,150,4,0,1
1489,1950,18-24,Male,Desktop,Organic Search,Homepage,5,6,0,1
1490,1288,45-54,Male,Mobile,Organic Search,Blog,66,4,0,1
1491,1253,55+,Male,Tablet,Paid Ads,Homepage,295,4,0,1
1492,1195,25-34,Other,Desktop,Direct,Blog,109,4,0,1
1493,1597,18-24,Female,Tablet,Referral,Blog,29,1,0,0
1494,1833,35-44,Female,Mobile,Referral,Blog,103,3,0,1
1495,1521,25-34,Male,Mobile,Social Media,Blog,39,8,0,1
1496,1516,45-54,Female,Desktop,Organic Search,Homepage,89,5,1,1
1497,1634,18-24,Female,Desktop,Organic Search,Blog,120,2,1,0
1498,1841,18-24,Male,Tablet,Organic Search,Homepage,77,3,0,1
1499,1864,55+,Female,Mobile,Organic Search,Product Page,497,5,1,1
1500,1117,35-44,Male,Desktop,Social Media,Cart,148,6,1,1
1501,1805,45-54,Male,Mobile,Organic Search,Product Page,333,2,0,1
1502,1908,25-34,Female,Mobile,Organic Search,Cart,257,6,0,1
1503,1158,35-44,Female,Mobile,Social Media,Homepage,194,5,0,1
1504,1814,25-34,Male,Mobile,Organic Search,Product Page,123,5,1,1
1505,1227,35-44,Female,Tablet,Social Media,Homepage,0,8,0,1
1506,1876,35-44,Male,Mobile,Social Media,Product Page,171,2,0,1
1507,1215,25-34,Female,Desktop,Direct,Homepage,79,7,0,1
1508,1947,25-34,Female,Mobile,Paid Ads,Homepage,22,4,1,1
1509,1695,25-34,Female,Mobile,Organic Search,Homepage,105,4,0,1
1510,1014,35-44,Female,Mobile,Organic Search,Blog,239,3,0,1
1511,1156,18-24,Male,Mobile,Referral,Homepage,587,10,1,1
1512,1647,35-44,Male,Mobile,Social Media,Pricing,84,8,1,0
1513,1260,18-24,Female,Desktop,Direct,Homepage,140,7,1,1
1514,1156,35-44,Male,Tablet,Organic Search,Homepage,342,5,1,1
1515,1046,35-44,Female,Mobile,Referral,Product Page,73,4,1,1
1516,1323,18-24,Male,Mobile,Paid Ads,Cart,27,3,1,1
1517,1843,18-24,Male,Mobile,Direct,Homepage,59,8,1,1
1518,1684,18-24,Male,Desktop,Organic Search,Homepage,412,5,1,1
1519,1129,35-44,Other,Mobile,Referral,Blog,31,6,0,0
1520,1410,45-54,Male,Mobile,Direct,Product Page,71,5,0,1
1521,1094,18-24,Female,Mobile,Direct,Blog,112,4,0,1
1522,1626,35-44,Male,Tablet,Organic Search,Homepage,338,9,0,1
1523,1754,25-34,Male,Mobile,Direct,Product Page,499,4,1,1
1524,1931,25-34,Female,Mobile,Organic Search,Homepage,99,4,0,1
1525,1291,45-54,Female,Tablet,Organic Search,Product Page,483,7,1,1
1526,1793,25-34,Female,Desktop,Social Media,Blog,31,6,1,1
1527,1810,25-34,Female,Desktop,Organic Search,Blog,30,6,0,1
1528,1282,18-24,Male,Mobile,Direct,Product Page,536,6,0,1
1529,1068,18-24,Male,Tablet,Direct,Cart,128,3,0,1
1530,1659,25-34,Other,Desktop,Organic Search,Homepage,37,6,0,1
1531,1010,18-24,Male,Desktop,Direct,Homepage,120,4,0,0
1532,1253,35-44,Female,Desktop,Paid Ads,Product Page,275,6,0,1
1533,1841,25-34,Female,Desktop,Organic Search,Product Page,315,8,1,1
1534,1871,25-34,Male,Mobile,Social Media,Homepage,359,4,0,1
1535,1549,18-24,Female,Mobile,Organic Search,Product Page,151,5,0,0
1536,1133,25-34,Male,Desktop,Social Media,Product Page,363,8,0,1
1537,1711,35-44,Male,Mobile,Organic Search,Blog,128,5,0,1
1538,1022,55+,Male,Mobile,Social Media,Pricing,168,6,0,1
1539,1814,18-24,Female,Mobile,Organic Search,Product Page,255,3,0,0
1540,1345,45-54,Male,Desktop,Paid Ads,Homepage,99,3,0,1
1541,1301,25-34,Female,Mobile,Direct,Product Page,13,2,1,1
1542,1362,25-34,Other,Desktop,Social Media,Blog,77,9,1,1
1543,1395,25-34,Female,Desktop,Social Media,Homepage,176,5,0,1
1544,1217,18-24,Female,Mobile,Social Media,Product Page,38,6,1,0
1545,1140,18-24,Female,Mobile,Social Media,Cart,28,4,0,1
1546,1615,35-44,Male,Mobile,Social Media,Homepage,62,7,1,1
1547,1957,25-34,Female,Mobile,Social Media,Homepage,5,5,0,1
1548,1209,45-54,Female,Mobile,Organic Search,Homepage,244,2,0,1
1549,1984,25-34,Other,Mobile,Organic Search,Product Page,53,5,0,1
1550,1992,18-24,Other,Tablet,Social Media,Cart,23,4,1,0
1551,1622,35-44,Female,Mobile,Referral,Product Page,216,4,0,1
1552,1615,25-34,Female,Desktop,Organic Search,Product Page,333,8,1,1
1553,1827,25-34,Female,Mobile,Organic Search,Product Page,3,4,0,1
1554,1682,35-44,Female,Desktop,Organic Search,Product Page,47,4,0,1
1555,1459,45-54,Female,Mobile,Paid Ads,Product Page,522,6,0,1
1556,1355,35-44,Male,Desktop,Referral,Homepage,87,9,1,1
1557,1323,35-44,Other,Desktop,Social Media,Product Page,502,6,0,1
1558,1132,35-44,Male,Desktop,Paid Ads,Product Page,57,1,0,1
1559,1887,45-54,Female,Mobile,Social Media,Homepage,44,9,1,0
1560,1804,25-34,Female,Desktop,Paid Ads,Product Page,43,8,0,1
1561,1839,18-24,Other,Mobile,Organic Search,Cart,16,5,0,1
1562,1126,25-34,Male,Mobile,Organic Search,Product Page,408,5,0,0
1563,1105,18-24,Female,Mobile,Direct,Cart,702,3,0,1
1564,1603,35-44,Female,Mobile,Social Media,Homepage,556,8,0,0
1565,1798,35-44,Male,Mobile,Direct,Blog,343,3,1,1
1566,1377,25-34,Female,Desktop,Organic Search,Homepage,337,7,1,0
1567,1904,18-24,Female,Mobile,Direct,Homepage,194,4,1,1
1568,1050,35-44,Female,Mobile,Organic Search,Product Page,314,4,0,1
1569,1028,25-34,Male,Mobile,Organic Search,Product Page,42,7,0,1
1570,1461,35-44,Female,Desktop,Paid Ads,Blog,88,5,1,1
1571,1295,25-34,Female,Mobile,Referral,Product Page,184,2,1,1
1572,1296,25-34,Male,Mobile,Paid Ads,Product Page,373,7,0,1
1573,1725,18-24,Male,Desktop,Direct,Cart,194,6,0,1
1574,1778,18-24,Other,Mobile,Direct,Product Page,328,10,1,1
1575,1406,45-54,Female,Mobile,Social Media,Homepage,115,7,0,1
1576,1768,45-54,Female,Mobile,Organic Search,Homepage,227,4,1,1
1577,1813,35-44,Male,Desktop,Organic Search,Product Page,703,2,0,1
1578,1612,18-24,Male,Desktop,Organic Search,Blog,29,5,0,1
1579,1404,25-34,Male,Mobile,Referral,Homepage,470,4,0,1
1580,1345,35-44,Male,Mobile,Organic Search,Homepage,133,8,1,1
1581,1621,35-44,Female,Mobile,Paid Ads,Homepage,185,5,0,1
1582,1419,18-24,Female,Desktop,Social Media,Product Page,378,4,1,1
1583,1181,18-24,Female,Desktop,Direct,Homepage,94,4,0,1
1584,1982,35-44,Male,Mobile,Organic Search,Homepage,97,4,0,1
1585,1824,25-34,Female,Mobile,Organic Search,Product Page,134,12,0,1
1586,1000,25-34,Male,Desktop,Paid Ads,Blog,3,7,0,1
1587,1830,18-24,Male,Desktop,Organic Search,Product Page,123,6,0,1
1588,1949,25-34,Other,Desktop,Organic Search,Product Page,61,3,0,1
1589,1566,45-54,Female,Desktop,Organic Search,Homepage,473,4,0,1
1590,1370,55+,Female,Desktop,Organic Search,Cart,16,10,1,1
1591,1935,25-34,Male,Mobile,Organic Search,Product Page,110,6,1,1
1592,1910,25-34,Other,Mobile,Direct,Cart,530,7,0,1
1593,1660,18-24,Female,Mobile,Social Media,Cart,416,7,0,1
1594,1430,25-34,Female,Desktop,Social Media,Blog,217,6,1,1
1595,1968,25-34,Male,Mobile,Organic Search,Homepage,160,3,0,1
1596,1308,35-44,Other,Mobile,Referral,Product Page,59,4,0,1
1597,1136,25-34,Female,Mobile,Direct,Homepage,82,2,0,1
1598,1201,18-24,Female,Mobile,Organic Search,Pricing,17,4,1,1
1599,1435,18-24,Male,Desktop,Social Media,Blog,277,4,0,1
1600,1312,25-34,Male,Mobile,Organic Search,Cart,70,6,0,1
1601,1116,18-24,Male,Mobile,Direct,Product Page,198,4,0,1
1602,1665,18-24,Male,Desktop,Direct,Product Page,79,6,1,1
1603,1936,55+,Female,Mobile,Paid Ads,Product Page,112,5,1,1
1604,1802,25-34,Male,Desktop,Organic Search,Product Page,145,4,0,1
1605,1574,25-34,Male,Desktop,Social Media,Product Page,291,1,1,0
1606,1243,45-54,Male,Tablet,Organic Search,Product Page,42,3,0,1
1607,1536,55+,Male,Desktop,Social Media,Cart,91,6,0,0
1608,1601,25-34,Male,Mobile,Social Media,Product Page,25,4,0,0
1609,1074,45-54,Female,Mobile,Organic Search,Pricing,14,5,0,1
1610,1805,25-34,Female,Mobile,Direct,Pricing,167,5,1,1
1611,1385,25-34,Male,Mobile,Social Media,Product Page,37,3,0,1
1612,1902,25-34,Male,Mobile,Referral,Product Page,11,5,0,1
1613,1209,35-44,Male,Mobile,Organic Search,Product Page,409,5,0,1
1614,1474,35-44,Male,Desktop,Paid Ads,Product Page,137,1,1,1
1615,1417,25-34,Female,Mobile,Paid Ads,Homepage,26,2,0,1
1616,1346,18-24,Female,Mobile,Paid Ads,Product Page,9,4,1,1
1617,1528,35-44,Female,Mobile,Direct,Cart,22,4,0,1
1618,1639,18-24,Female,Mobile,Referral,Homepage,114,1,0,1
1619,1938,25-34,Male,Tablet,Social Media,Blog,198,3,1,1
1620,1954,35-44,Other,Mobile,Organic Search,Pricing,184,6,1,1
1621,1875,35-44,Female,Desktop,Direct,Product Page,28,3,0,1
1622,1762,35-44,Other,Mobile,Direct,Product Page,180,2,0,1
1623,1178,45-54,Male,Mobile,Paid Ads,Blog,93,4,1,1
1624,1181,25-34,Other,Mobile,Social Media,Product Page,112,4,0,1
